
#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
1716;B1727-47;0.829829;1.64e-13;*;GRS:4FGL_J1731.7-4744[aab+22],SNR:G343.0;HE[sbc+19];
1717;J1732-1930;0.483770;1.82e-16;*;*;*;
1718;J1732-3131;0.196543;2.80e-14;*;GRS:4FGL_J1732.5-3131[aab+22];HE;
1719;J1732-3426;0.332887;4.02e-16;*;*;*;
1720;J1732-35;0.126690;*;*;*;*;
1721;J1732-3729;2.184001;1.30e-15;*;*;*;
1722;B1729-41;0.627981;1.28e-14;*;*;*;
1723;J1732-4156;0.323434;6.61e-16;*;*;*;
1724;J1732-5049;0.005313;1.42e-20;T2;GRS:4FGL_J1732.7-5050[aab+22];HE;
1725;J1733-01;0.302000;*;*;*;*;
1726;B1730-22;0.871683;4.27e-17;*;*;*;
1727;J1733-2533;0.659794;2.10e-15;*;*;*;
1728;J1733-2837;0.768185;1.11e-15;*;*;*;
1729;J1733-3030;0.362052;1.65e-15;*;*;*;
1730;J1733-3322;1.245915;4.10e-15;*;*;*;
1731;B1730-37;0.337595;1.50e-14;*;*;*;
1732;J1733-4005;0.561778;3.62e-15;*;*;*;
1733;J1733-5515;1.011234;4.00e-16;*;*;*;
1734;B1732-02;0.839394;4.21e-16;*;*;*;
1735;J1734-2415;0.612524;1.05e-15;*;*;*;
1736;J1734-2859;0.301456;8.00e-18;*;*;*;
1737;J1734-3058;0.541286;1.62e-17;*;*;*;
1738;J1734-3333;1.169341;2.28e-12;*;*;HE[oklk10];
1739;J1735+6320;0.510718;3.23e-16;*;*;*;
1740;J1735-0243;0.782887;6.32e-16;*;*;*;
1741;B1732-07;0.419335;1.21e-15;*;*;*;
1742;J1735-25;0.118683;*;*;*;*;
1743;J1735-3258;0.350972;2.60e-14;*;*;*;
1744;J1736+05;0.999245;*;*;*;*;
1745;J1736-2457;2.642223;3.43e-15;*;*;*;
1746;J1736-2819;1.592419;1.49e-14;*;*;*;
1747;J1736-2843;6.445036;3.00e-14;*;*;*;
1748;J1736-3422;0.347222;6.56e-14;*;GRS:4FGL_J1736.1-3422[aab+22];NRAD[nie+20];
1749;J1736-3511;0.502803;1.57e-15;*;*;*;
1750;J1737-0314A;0.001980;9.56e-20;BT;GC:M14(NGC6402)[pqm+21];*;
1751;J1737-0314B;0.008520;*;*;GC:M14(NGC6402)[pqm+21];*;
1752;J1737-0314C;0.008460;*;*;GC:M14(NGC6402)[pqm+21];*;
1753;J1737-0314D;0.002890;*;*;GC:M14(NGC6402)[pqm+21];*;
1754;J1737-0314E;0.002280;*;*;GC:M14(NGC6402)[pqm+21];*;
1755;J1737-0811;0.004175;7.93e-21;BT;*;*;
1756;J1737-3102;0.768672;3.73e-14;*;*;*;
1757;J1737-3137;0.450432;1.39e-13;*;*;*;
1758;J1737-32;0.634060;*;*;*;*;
1759;J1737-3320;0.816273;2.25e-15;*;*;*;
1760;B1734-35;0.397585;6.12e-15;*;*;*;
1761;J1738+0333;0.005850;2.41e-20;ELL1;OPT:[avk+12];*;
1762;J1738+04;1.391790;*;*;*;*;
1763;J1738-2330;1.978847;8.56e-15;*;*;*;
1764;J1738-2647;0.349591;3.15e-15;*;*;*;
1765;J1738-2736;0.627716;4.62e-15;*;*;*;
1766;J1738-2955;0.443425;8.20e-14;*;*;*;
1767;J1738-3107;0.549498;2.96e-16;*;*;*;
1768;B1735-32;0.768499;7.95e-16;*;*;*;
1769;J1738-3316;0.730373;8.86e-17;*;*;*;
1770;J1739+0612;0.234169;1.56e-16;*;*;*;
1771;J1739-1313;1.215698;8.17e-17;*;*;*;
1772;J1739-2521;1.818461;2.40e-16;*;*;RRAT;
1773;B1736-29;0.322886;7.87e-15;*;*;*;
1774;J1739-3023;0.114372;1.14e-14;*;GRS:4FGL_J1739.4-3015[aab+22];HE[mhl+02],HE[aab+22];
1775;J1739-3049;0.239317;2.18e-15;*;*;*;
1776;J1739-31;0.277105;*;*;*;*;
1777;B1736-31;0.529441;1.86e-14;*;*;*;
1778;J1739-3159;0.877561;1.97e-16;*;*;*;
1779;J1739-3951;0.341772;1.99e-17;*;*;*;
1780;J1740+1000;0.154096;2.13e-14;*;GRS:4FGL_J1740.5+1005[aab+22];HE[sbc+19];
1781;B1737+13;0.803050;1.45e-15;*;*;*;
1782;J1740+27;1.058200;*;*;*;*;
1783;J1740-2540;1.692656;1.85e-15;*;*;*;
1784;B1737-30;0.606887;4.66e-13;*;*;*;
1785;J1740-3052;0.570313;2.55e-14;MSS;OPT:[bbn+11];*;
1786;J1740-3327;0.515001;3.90e-15;*;*;*;
1787;J1740-5340A;0.003650;1.68e-19;BT;GC:NGC6397,OPT:[fpds01],XRS:[ghe+01];*;
1788;J1740-5340B;0.005787;-6.03e-21;BTX;GC:NGC6397[zrb+22],GC:NGC6397,OPT:[zht+2;*;
1789;J1741+1351;0.003747;3.02e-20;ELL1H;GRS:4FGL_J1741.4+1354[aab+22],OPT:[zkk+1;HE[egc+13];
1790;J1741+2758;1.360738;1.84e-15;*;*;*;
1791;J1741+3855;0.828861;2.06e-16;*;*;*;
1792;B1738-08;2.043082;2.27e-15;*;*;*;
1793;J1741-2019;3.904506;1.63e-14;*;*;*;
1794;J1741-2054;0.413700;1.70e-14;*;GRS:4FGL_J1741.9-2054[aab+22],XRS:Swift_;HE;
1795;J1741-21;2.565000;*;*;*;*;
1796;J1741-2719;0.346797;8.06e-17;*;*;*;
1797;J1741-2733;0.892959;1.48e-16;*;*;*;
1798;J1741-2945;0.223558;6.34e-16;*;*;*;
1799;J1741-3016;1.893749;8.99e-15;*;*;*;
1800;J1741-34;0.875137;*;*;*;*;
1801;B1737-39;0.512212;1.71e-15;*;*;*;
1802;J1742-0203;0.131610;1.49e-16;*;*;*;
1803;J1742-3321;0.143266;1.27e-15;*;GRS:4FGL_J1742.3-3318[aab+22];NRAD[aab+22];
1804;J1742-3957;1.016349;8.16e-17;*;*;*;
1805;J1742-4616;0.412401;3.38e-17;*;*;*;
1806;J1743+05;1.473630;*;*;*;*;
1807;B1740-03;0.444645;1.56e-15;*;*;*;
1808;B1740-13;0.405337;4.78e-16;*;*;*;
1809;J1743-2442;1.242508;4.72e-16;*;*;*;
1810;B1740-31;2.414652;1.21e-13;*;*;*;
1811;J1743-3153;0.193105;1.06e-14;*;*;*;
1812;J1743-35;0.569980;*;*;*;*;
1813;J1743-4212;0.306167;7.83e-16;*;*;*;
1814;J1744-1134;0.004075;8.93e-21;*;GRS:4FGL_J1744.4-1135[aab+22];HE[aab+22];
1815;J1744-1610;1.757206;2.38e-15;*;*;*;
1816;J1744-2335;1.683507;8.33e-16;*;*;*;
1817;J1744-3130;1.066061;2.12e-14;*;*;*;
1818;J1744-3922;0.172444;1.55e-18;ELL1;*;*;
1819;J1744-5337;0.355666;1.90e-16;*;*;*;
1820;J1744-7619;0.004688;9.68e-21;*;GRS:4FGL_J1744.0-7618[aab+22];NRAD[cpw+18];
1821;J1745+1017;0.002652;2.73e-21;ELL1;GRS:4FGL_J1745.5+1017[aab+22];HE;
1822;J1745+1252;1.059849;5.63e-16;*;*;*;
1823;J1745+42;0.305100;*;*;*;*;
1824;J1745-0129;1.045407;6.31e-16;*;*;*;
1825;J1745-0952;0.019376;9.25e-20;ELL1;*;*;
1826;J1745-2229;1.160593;2.86e-15;*;*;*;
1827;J1745-23;0.005417;*;BT;*;*;
1828;J1745-2758;0.487528;4.42e-18;*;*;*;
1829;J1745-2900;3.763733;1.76e-11;*;XRS:SGR_J1745-29[kbk+13];AXP,HE[mgz+13],HE[efk+13];
1830;J1745-2910;0.982000;*;*;*;*;
1831;J1745-2912;0.187379;*;*;*;*;
1832;B1742-30;0.367434;1.07e-14;*;*;*;
1833;J1745-3812;0.698353;2.43e-15;*;*;*;
1834;J1746+2245;3.465038;4.92e-15;*;*;*;
1835;J1746+2540;1.058148;1.05e-15;*;*;*;
1836;J1746-2849;1.478480;1.27e-14;*;*;*;
1837;J1746-2850;1.077101;1.34e-12;*;*;*;
1838;J1746-2856;0.945224;1.25e-14;*;*;*;
1839;J1746-3239;0.199541;6.56e-15;*;GRS:4FGL_J1746.8-3239[aab+22];NRAD[aab+22];
1840;J1747-1030;1.578793;4.30e-16;*;*;*;
1841;J1747-2647;0.500254;1.32e-14;*;*;*;
1842;J1747-2802;2.780079;2.37e-15;*;*;*;
1843;J1747-2809;0.052153;1.56e-13;*;XRS:CXOU_J174722.8-280915,SNR:G0.9+0.1;*;
1844;J1747-2958;0.098814;6.13e-14;*;GRS:4FGL_J1747.2-2957[aab+22],PWN:G359.2;HE[aab+22];
1845;J1747-4036;0.001646;1.31e-20;*;GRS:4FGL_J1747.7-4037[aab+22];HE;
1846;B1745-12;0.394133;1.21e-15;*;*;*;
1847;B1745-20A;0.288603;3.99e-16;*;GC:NGC6440;*;
1848;J1748-2021B;0.016760;-3.29e-19;BT;GC:NGC6440;*;
1849;J1748-2021C;0.006227;-5.98e-20;*;GC:NGC6440;*;
1850;J1748-2021D;0.013496;5.87e-19;BT;GC:NGC6440;*;
1851;J1748-2021E;0.016264;3.12e-19;*;GC:NGC6440;*;
1852;J1748-2021F;0.003794;-1.05e-20;BT;GC:NGC6440;*;
1853;J1748-2444;0.442838;1.11e-16;*;*;*;
1854;B1744-24A;0.011563;-3.40e-20;BT;GC:Terzan5;*;
1855;J1748-2446C;0.008436;-6.06e-19;*;GC:Terzan5;*;
1856;J1748-2446D;0.004714;*;*;GC:Terzan5;*;
1857;J1748-2446E;0.002198;*;BT;GC:Terzan5;*;
1858;J1748-2446F;0.005540;*;*;GC:Terzan5;*;
1859;J1748-2446G;0.021672;*;*;GC:Terzan5;*;
1860;J1748-2446H;0.004926;*;*;GC:Terzan5;*;
1861;J1748-2446I;0.009570;*;BT;GC:Terzan5;*;
1862;J1748-2446J;0.080338;*;BT;GC:Terzan5;*;
1863;J1748-2446K;0.002970;*;*;GC:Terzan5;*;
1864;J1748-2446L;0.002245;*;*;GC:Terzan5;*;
1865;J1748-2446M;0.003570;*;BT;GC:Terzan5;*;
1866;J1748-2446N;0.008667;*;BT;GC:Terzan5;*;
1867;J1748-2446O;0.001677;*;BT;GC:Terzan5;*;
1868;J1748-2446P;0.001729;*;BT;GC:Terzan5;*;
1869;J1748-2446Q;0.002812;*;BT;GC:Terzan5;*;
1870;J1748-2446R;0.005029;*;*;GC:Terzan5;*;
1871;J1748-2446S;0.006117;*;*;GC:Terzan5;*;
1872;J1748-2446T;0.007085;*;*;GC:Terzan5;*;
1873;J1748-2446U;0.003289;*;BT;GC:Terzan5;*;
1874;J1748-2446V;0.002073;*;BT;GC:Terzan5;*;
1875;J1748-2446W;0.004205;*;BT;GC:Terzan5;*;
1876;J1748-2446X;0.002999;*;BT;GC:Terzan5;*;
1877;J1748-2446Y;0.002048;*;BT;GC:Terzan5;*;
1878;J1748-2446Z;0.002463;*;BT;GC:Terzan5;*;
1879;J1748-2446aa;0.005788;*;*;GC:Terzan5;*;
1880;J1748-2446ab;0.005120;*;BT;GC:Terzan5;*;
1881;J1748-2446ac;0.005087;*;*;GC:Terzan5;*;
1882;J1748-2446ad;0.001396;0.00e+00;ELL1;GC:Terzan5;*;
1883;J1748-2446ae;0.003659;*;BT;GC:Terzan5;*;
1884;J1748-2446af;0.003304;*;*;GC:Terzan5;*;
1885;J1748-2446ag;0.004448;*;*;GC:Terzan5;*;
1886;J1748-2446ah;0.004965;*;*;GC:Terzan5;*;
1887;J1748-2446ai;0.021228;*;BT;GC:Terzan5;*;
1888;J1748-2446aj;0.002959;1.41e-19;*;GC:Terzan5;*;
1889;J1748-2446ak;0.001890;8.85e-20;*;GC:Terzan5;*;
1890;J1748-2446al;0.005950;*;*;GC:Terzan5;*;
1891;J1748-2446am;0.002934;-1.37e-19;DD;GC:Terzan5;*;
1892;J1748-2446an;0.004802;1.56e-19;DD;GC:Terzan5;*;
1893;J1748-2815;0.100200;3.53e-15;*;GRS:[nie+20];NRAD[nie+20];
1894;J1748-30;0.382735;*;*;*;*;
1895;J1748-3009;0.009684;-3.58e-20;BT;*;*;
1896;J1749+16;2.311650;*;*;*;*;
1897;J1749+5952;0.436041;1.52e-16;*;*;*;
1898;J1749-2146;2.714556;7.08e-15;*;*;*;
1899;J1749-2347;0.874486;2.42e-15;*;*;*;
1900;J1749-2629;1.335388;1.72e-15;*;*;*;
1901;B1746-30;0.609874;7.87e-15;*;*;*;
1902;J1749-4931;0.445822;5.90e-16;*;*;*;
1903;J1749-5417;0.307577;1.50e-16;*;*;*;
1904;B1745-56;1.332310;2.12e-15;*;*;*;
1905;J1750+07;1.908810;*;*;*;*;
1906;J1750-2043;5.639047;7.95e-15;*;*;*;
1907;J1750-2438;0.712794;1.08e-14;*;*;*;
1908;J1750-2444;0.899377;2.64e-16;*;*;*;
1909;J1750-2536;0.034749;*;BT;*;*;
1910;J1750-28;1.300513;5.78e-15;*;*;*;
1911;B1747-31;0.910363;1.97e-16;*;*;*;
1912;J1750-3503;0.684014;3.81e-17;*;*;*;
1913;J1750-3703A;0.111601;5.66e-18;BT;GC:NGC6441;*;
1914;J1750-3703B;0.006075;1.92e-20;BT;GC:NGC6441;*;
1915;J1750-3703C;0.026569;-9.96e-19;*;GC:NGC6441;*;
1916;J1750-3703D;0.005140;4.93e-19;*;GC:NGC6441;*;
1917;J1751-2516;0.394836;2.64e-15;*;*;*;
1918;J1751-2737;0.002230;*;*;*;*;
1919;J1751-2857;0.003915;1.12e-20;DD;*;*;
1920;J1751-3323;0.548227;8.83e-15;*;*;*;
1921;B1747-46;0.742354;1.30e-15;*;*;*;
1922;J1752+2359;0.409051;6.43e-16;*;*;*;
1923;J1752-2410;0.191037;6.18e-16;*;*;*;
1924;B1749-28;0.562558;8.13e-15;*;*;*;
1925;J1752-2821;0.640229;3.47e-15;*;*;*;
1926;J1753-12;0.405454;*;*;*;RRAT;
1927;J1753-1914;0.062955;2.02e-18;*;*;*;
1928;J1753-2240;0.095138;9.70e-19;BT;*;*;
1929;B1750-24;0.528336;1.41e-14;*;*;*;
1930;J1753-28;0.085859;*;*;*;*;
1931;J1753-2819;0.018624;-4.94e-20;BT;*;*;
1932;J1753-38;0.666804;*;*;*;RRAT;
1933;J1754+0032;0.004411;*;*;*;*;
1934;B1753+52;2.391397;1.56e-15;*;*;*;
1935;J1754-2422;2.090248;8.30e-16;*;*;*;
1936;J1754-3014;1.320490;4.43e-15;*;*;RRAT;
1937;J1754-3443;0.361691;5.71e-16;*;*;*;
1938;J1754-3510;0.392704;7.82e-16;*;*;*;
1939;J1755-0903;0.190710;7.81e-16;*;*;*;
1940;J1755-1650;0.733744;6.86e-16;*;*;*;
1941;J1755-2025;0.322231;4.42e-15;*;*;*;
1942;J1755-2521;1.175968;9.02e-14;*;*;*;
1943;J1755-25211;1.004513;3.12e-14;*;*;*;
1944;J1755-2534;0.233541;1.12e-14;*;*;*;
1945;J1755-2550;0.315196;2.43e-15;DD;*;*;
1946;J1755-26;0.430872;1.23e-14;*;*;*;
1947;J1755-2725;0.261955;1.37e-17;*;*;*;
1948;J1755-33;0.959466;*;*;*;*;
1949;J1755-3716;0.012786;3.11e-20;ELL1;*;*;
1950;J1756+1822;0.744001;5.13e-16;*;*;*;
1951;J1756-2225;0.404980;5.27e-14;*;*;*;
1952;J1756-2251;0.028462;1.02e-18;DD;*;*;
1953;B1753-24;0.670480;2.85e-16;*;*;*;
1954;J1756-25;0.855986;*;*;*;*;
1955;J1756-2619;0.724514;1.24e-15;*;*;*;
1956;J1757-1500;0.179354;1.50e-15;*;*;*;
1957;J1757-16;0.451273;*;*;*;*;
1958;J1757-1854;0.021497;2.63e-18;DDH;*;*;
1959;J1757-2223;0.185310;7.82e-16;*;*;*;
1960;B1754-24;0.234106;1.30e-14;*;GRS:4FGL_J1757.9-2419[aab+22];HE[sbc+19];
1961;J1757-2745;0.017687;-1.30e-20;*;*;*;
1962;J1757-5322;0.008870;2.63e-20;ELL1;*;*;
1963;J1757-6032;0.002913;*;ELL1;GRS:4FGL_J1757.7-6032[cbb+23];*;
1964;J1758+3030;0.947256;7.20e-16;*;*;*;
1965;J1758-1931;0.692552;1.69e-14;*;*;*;
1966;J1758-2206;0.430278;9.56e-16;*;*;*;
1967;J1758-2540;2.107263;1.55e-15;*;*;*;
1968;J1758-2630;1.202893;5.17e-15;*;*;*;
1969;J1758-2846;0.766706;9.41e-17;*;*;*;
1970;J1759+5036;0.176016;2.43e-19;DD;*;*;
1971;J1759-1029;2.512263;1.57e-14;*;*;*;
1972;J1759-1736;0.798452;2.55e-16;*;*;*;
1973;J1759-1903;0.731505;3.07e-15;*;*;*;
1974;J1759-1940;0.254720;9.34e-17;*;*;*;
1975;J1759-1956;2.843389;1.86e-14;*;*;*;
1976;B1756-22;0.460982;1.09e-14;*;*;*;
1977;J1759-2302;0.810718;1.07e-14;*;*;*;
1978;J1759-2307;0.558889;3.76e-15;*;*;*;
1979;J1759-24;1.457739;*;*;*;*;
1980;J1759-2549;0.956549;9.96e-14;*;*;*;
1981;J1759-2922;0.574400;4.63e-15;*;*;*;
1982;J1759-3107;1.078955;3.77e-15;*;*;*;
1983;J1759-5505;0.373392;4.39e-16;*;*;*;
1984;J1800+5034;0.578375;1.17e-16;*;*;*;
1985;J1800-0125;0.783185;1.15e-14;*;*;*;
1986;J1800-2114;1.799272;5.50e-16;*;*;*;
1987;B1757-23;1.030820;*;*;*;*;
1988;B1758-03;0.921493;3.31e-15;*;*;*;
1989;J1801-0857A;0.007176;-5.10e-19;*;GC:NGC6517;*;
1990;J1801-0857B;0.028962;2.20e-18;BT;GC:NGC6517;*;
1991;J1801-0857C;0.003739;-6.39e-20;*;GC:NGC6517;*;
1992;J1801-0857D;0.004227;7.68e-21;*;GC:NGC6517;*;
1993;J1801-0857E;0.007602;-1.04e-18;*;GC:NGC6517;*;
1994;J1801-0857F;0.024892;-2.67e-18;*;GC:NGC6517;*;
1995;J1801-0857G;0.051591;7.99e-20;*;GC:NGC6517;*;
1996;J1801-0857H;0.005643;3.85e-19;*;GC:NGC6517[pqm+21];*;
1997;J1801-0857I;0.003250;*;*;GC:NGC6517[pqm+21];*;
1998;J1801-1417;0.003625;5.30e-21;*;GRS:4FGL_J1801.6-1418[aab+22];HE[fsk+04],HE[aab+22];
1999;J1801-1855;2.550498;1.82e-16;*;*;*;
2000;J1801-1909;1.108725;7.03e-16;*;*;*;
2001;J1801-2115;0.438113;1.55e-17;*;*;*;
2002;J1801-2154;0.375302;1.60e-14;*;*;*;
2003;B1758-23;0.415827;1.13e-13;*;SNR:W28(?)[fkv93];*;
2004;B1757-24;0.124924;1.28e-13;*;GRS:4FGL_J1801.2-2450[aab+22],SNR:G5.4-1;HE[aab+22];
2005;B1758-29;1.081910;3.29e-15;*;*;*;
2006;J1801-3210;0.007454;7.22e-23;BT;*;*;
2007;J1801-3458;1.385604;3.97e-16;*;*;*;
2008;J1802+0128;0.554262;2.11e-15;*;*;*;
2009;J1802+03;0.664300;*;*;*;*;
2010;J1802-0523;1.680573;2.65e-15;*;*;*;
2011;J1802-1745;0.514671;5.64e-16;*;*;*;
2012;J1802-2124;0.012648;7.26e-20;ELL1;*;*;
2013;J1802-2426;0.569007;8.56e-15;*;*;*;
2014;J1802-3346;2.461052;1.32e-15;*;*;*;
2015;J1803+1358;0.001520;*;*;GRS:4FGL_J1803.2+1402[aab+22];NRAD[aab+22];
2016;J1803-1616;0.536596;1.77e-15;*;*;*;
2017;J1803-1857;2.864338;1.52e-14;*;*;*;
2018;J1803-1920;0.443649;3.30e-16;*;*;*;
2019;B1800-21;0.133667;1.34e-13;*;SNR:G8.7-0.1(?)[kw90],GRS:J1804-216(?)[a;HE;
2020;J1803-2149;0.106334;1.95e-14;*;GRS:4FGL_J1803.1-2148[aab+22];NRAD;
2021;B1800-27;0.334415;1.71e-17;BT;*;*;
2022;J1803-3002A;0.007101;4.00e-20;*;GC:NGC6522;*;
2023;J1803-3002B;0.004397;*;*;GC:NGC6522;*;
2024;J1803-3002C;0.005840;*;*;GC:NGC6522;*;
2025;J1803-3002D;0.005530;*;*;GC:NGC6522;*;
2026;J1803-3329;0.633412;3.37e-16;*;*;*;
2027;J1803-6707;0.002135;1.85e-20;ELL1;GRS:4FGL_J1803.1-6708[cbb+23],XRS:[cbb+2;HE[saa+23];
2028;B1802-07;0.023101;4.67e-19;BT;GC:NGC6539;*;
2029;J1804-17;0.280781;*;*;*;*;
2030;J1804-2228;0.570511;1.43e-16;*;*;*;
2031;J1804-2717;0.009343;4.09e-20;DD;*;*;
2032;J1804-28;1.273011;*;*;*;*;
2033;J1804-2858;0.001493;-7.57e-22;*;*;*;
2034;B1802+03;0.218712;9.99e-16;*;*;*;
2035;J1805+0615;0.002129;2.28e-20;ELL1;GRS:4FGL_J1805.6+0615[aab+22];HE[cck+16];
2036;J1805-0619;0.454651;9.69e-16;*;*;*;
2037;J1805-1504;1.181269;2.73e-16;*;*;*;
2038;J1805-2032;0.405769;8.39e-15;*;*;*;
2039;J1805-2037;0.357807;1.76e-15;*;*;*;
2040;J1805-2447;0.661402;5.82e-18;*;*;*;
2041;J1805-2948;0.428341;4.74e-16;*;*;*;
2042;J1806+1023;0.484286;5.73e-17;*;*;*;
2043;J1806+2819;0.015084;3.75e-20;ELL1;GRS:4FGL_J1807.1+2822[aab+22];HE[kmk+18],HE[aab+22];
2044;B1804-12;0.522618;1.41e-15;*;*;*;
2045;J1806-1618;0.668309;8.62e-16;*;*;*;
2046;J1806-1920;0.879791;1.70e-17;*;*;*;
2047;J1806-2125;0.481825;1.18e-13;*;*;*;
2048;J1806-21250;0.172004;*;*;*;*;
2049;J1807+04;0.798900;*;*;*;*;
2050;J1807+0756;0.464300;1.29e-16;*;*;*;
2051;B1804-08;0.163727;2.88e-17;*;*;*;
2052;J1807-2459A;0.003059;-4.33e-21;BT;GC:NGC6544;*;
2053;J1807-2459B;0.004186;8.23e-20;DD;GC:NGC6544;*;
2054;J1807-2557;2.764195;4.99e-15;*;*;RRAT;
2055;B1804-27;0.827776;1.22e-14;*;*;*;
2056;J1808+00;0.425115;*;*;*;*;
2057;J1808-0813;0.876044;1.24e-15;*;*;*;
2058;J1808-1020;0.596993;7.72e-16;*;*;*;
2059;J1808-1517;0.544549;2.67e-15;*;*;*;
2060;J1808-1726;0.241035;1.16e-17;*;*;*;
2061;J1808-2024;7.555920;5.49e-10;*;SNR:G10.0-0.3(?),XRS:SGR_1806-20;AXP,NRAD;
2062;B1805-20;0.918410;1.71e-14;*;*;*;
2063;J1808-2701;2.457882;6.58e-14;*;*;*;
2064;J1808-3249;0.364912;7.05e-15;*;*;*;
2065;J1809+17;2.066700;*;*;*;*;
2066;J1809-0119;0.744976;2.29e-15;*;*;*;
2067;J1809-0743;0.313886;1.52e-16;*;*;*;
2068;J1809-1429;0.895285;5.24e-15;*;*;*;
2069;J1809-1850;1.124481;1.06e-14;*;*;*;
2070;J1809-1917;0.082755;2.55e-14;*;XRS:PWN[kp07];*;
2071;J1809-1943;5.540743;2.83e-12;*;XRS:XTE_J1810-197;AXP,HE;
2072;J1809-2004;0.434811;7.28e-15;*;*;*;
2073;B1806-21;0.702414;3.82e-15;*;*;*;
2074;J1809-2332;0.146789;3.44e-14;*;GRS:4FGL_J1809.8-2332[aab+22],PWN:[brrk0;NRAD[aab+22];
2075;J1809-3547;0.860388;1.20e-16;*;*;*;
2076;J1810+0705;0.307683;2.42e-16;*;*;*;
2077;J1810+1744;0.001660;4.60e-21;BT;GRS:4FGL_J1810.5+1744[aab+22],OPT:[bvr+1;HE;
2078;J1810-1441;0.217214;2.39e-17;*;*;*;
2079;J1810-1709;1.161133;3.33e-16;*;*;*;
2080;J1810-1820;0.153716;5.22e-17;*;*;*;
2081;J1810-2005;0.032822;1.47e-19;ELL1;*;*;
2082;B1806-53;0.261050;3.86e-16;*;*;*;
2083;J1811+0702;0.461713;2.69e-15;*;*;*;
2084;J1811-0154;0.924945;1.61e-15;*;*;*;
2085;J1811-0624;0.004146;4.81e-21;ELL1;*;*;
2086;J1811-1049;2.623859;8.00e-16;*;*;*;
2087;J1811-1717;0.391385;1.20e-16;*;*;*;
2088;J1811-1736;0.104182;9.01e-19;BT;*;*;
2089;J1811-1835;0.557464;6.31e-15;*;*;*;
2090;J1811-1925;0.064667;4.40e-14;*;GRS:4FGL_J1811.5-1925[aab+22],SNR:G11.2-;NRAD;
2091;J1811-2405;0.002661;1.38e-20;ELL1H;GRS:4FGL_J1811.3-2403[aab+22];HE[aab+22];
2092;J1811-2439;0.415813;2.97e-16;*;*;*;
2093;J1811-4930;1.432704;2.25e-15;*;*;*;
2094;B1810+02;0.793903;3.60e-15;*;*;*;
2095;J1812-15;1.014529;*;*;*;*;
2096;J1812-17;2.182018;*;*;*;*;
2097;B1809-173;1.205374;1.91e-14;*;*;*;
2098;B1809-176;0.538341;9.82e-16;*;*;*;
2099;J1812-1910;0.430991;3.77e-14;*;*;*;
2100;J1812-20;1.903112;2.40e-16;*;*;*;
2101;J1812-2102;1.223352;2.39e-14;*;*;*;
2102;J1812-2526;0.315835;1.77e-16;*;*;*;
2103;J1812-2748;0.236983;3.16e-16;*;*;*;
2104;J1812-3039;0.587477;6.60e-16;*;*;*;
2105;J1813+1822;0.336425;2.10e-17;*;*;*;
2106;B1811+40;0.931089;2.55e-15;*;*;*;
2107;J1813-0402;0.004107;6.94e-21;ELL1;*;*;
2108;J1813-1246;0.048072;1.76e-14;*;GRS:4FGL_J1813.4-1246[aab+22],XRS:Swift_;NRAD[aab+22];
2109;J1813-17;0.367591;*;*;*;*;
2110;J1813-1749;0.044741;1.27e-13;*;SNR:12.8-0.0,GRS:HESS_J1813-178,XRS:CXOU;HE[crhr21];
2111;J1813-2113;0.426466;2.08e-15;*;*;*;
2112;J1813-2242;0.328514;4.78e-17;*;*;*;
2113;J1813-2621;0.004430;1.25e-20;ELL1;*;*;
2114;J1814+1130;0.751261;1.66e-15;*;*;*;
2115;J1814+22;0.253700;*;*;*;*;
2116;J1814+31;0.002090;*;*;GRS:4FGL_J1814.4+3132[aab+22];NRAD[aab+22];
2117;J1814-0521;1.014219;8.84e-16;*;*;*;
2118;J1814-0618;1.377868;2.92e-16;*;*;*;
2119;J1814-1649;0.957464;6.33e-15;*;*;*;
2120;J1814-1744;3.975905;7.45e-13;*;*;*;
2121;J1815+5546;0.426844;9.47e-17;*;*;*;
2122;J1815-1738;0.198457;7.78e-14;*;*;*;
2123;J1815-1910;1.249924;3.63e-14;*;*;*;
2124;J1816+4510;0.003193;4.31e-20;ELL1;GRS:4FGL_J1816.5+4510[aab+22],OPT:[kbv+1;HE[ksr+12];
2125;J1816-0755;0.217643;6.48e-15;*;GRS:[sbc+19];HE[sbc+19];
2126;J1816-1446;0.594500;1.33e-15;*;*;*;
2127;B1813-17;0.782313;7.26e-15;*;*;*;
2128;B1813-26;0.592885;6.65e-17;*;*;*;
2129;J1816-5643;0.217923;1.93e-18;*;*;*;
2130;J1817-0743;0.438095;-2.30e-18;*;*;*;
2131;J1817-1511;0.224604;1.43e-15;*;*;*;
2132;J1817-1742;0.149744;2.06e-14;*;GRS:4FGL_J1817.1-1742[aab+22];NRAD[aab+22];
2133;J1817-1938;2.046838;3.60e-16;*;*;*;
2134;B1814-23;0.625470;*;*;*;*;
2135;B1813-36;0.387019;2.02e-15;*;*;*;
2136;J1817-3837;0.384487;5.80e-16;*;*;*;
2137;J1818-0151;0.837535;9.11e-15;*;*;*;
2138;J1818-1116;0.544800;3.82e-15;*;*;*;
2139;B1815-14;0.291489;2.04e-15;*;*;*;
2140;J1818-1448;0.281371;6.15e-15;*;*;*;
2141;J1818-1519;0.939690;4.11e-15;*;*;*;
