#;NAME;P0;P1;BINARY;ASSOC;PSR;
;;(s);;(type);;TYPE;
2226;J1909+21;0.002560;*;BT;GRS:P7R4_J1909+2102(?)[cck+16];HE;
2227;J1909-3744;0.002947;1.40e-20;T2;*;*;
2228;J1910-0112;1.360603;1.78e-16;*;*;*;
2229;J1910+0225;0.337855;2.62e-16;*;*;*;
2230;B1907-03;0.504605;2.19e-15;*;*;*;
2231;B1907+03;2.330263;4.47e-15;*;*;*;
2232;J1910+0517;0.308048;7.30e-16;*;*;*;
2233;J1910+0534;0.452867;1.92e-15;*;*;*;
2234;J1910+0714;2.712423;6.12e-15;*;*;*;
2235;J1910+0728;0.325415;8.31e-15;*;*;*;
2236;J1910+1027;0.531470;*;*;*;*;
2237;B1907+12;1.441742;8.23e-15;*;*;*;
2238;J1910+1256;0.004984;9.68e-21;DD;*;*;
2239;J1910-5959A;0.003266;2.95e-21;DD;GC:NGC6752,XRS:[fhc+14];*;
2240;J1910-5959B;0.008358;-7.90e-19;*;GC:NGC6752,XRS:[bgh+06,fhc+14];*;
2241;J1910-5959C;0.005277;2.16e-21;*;GC:NGC6752,XRS:[bgh+06,fhc+14];*;
2242;J1910-5959D;0.009035;9.64e-19;*;GC:NGC6752,XRS:[bgh+06,fhc+14];*;
2243;J1910-5959E;0.004572;-4.34e-19;*;GC:NGC6752,XRS:[fhc+14];*;
2244;J1911+00;6.940000;*;*;*;RRAT;
2245;B1908+00A;0.003619;-6.58e-21;ELL1;GC:NGC6760,OPT:[bvvh03];*;
2246;J1911+0101B;0.005384;-2.00e-21;*;GC:NGC6760;*;
2247;J1911+09;0.273710;*;*;*;*;
2248;J1911+10;0.190890;*;*;*;*;
2249;J1911-1114;0.003626;1.39e-20;DD;XRS:[pb15];*;
2250;J1911+1347;0.004626;1.69e-20;*;*;*;
2251;J1911+1758;0.460406;1.31e-17;*;*;*;
2252;B1910+10;0.409349;1.58e-14;*;*;*;
2253;B1910+20;2.232969;1.02e-14;*;*;*;
2254;J1912+2525;0.621976;2.25e-16;*;*;*;
2255;B1911-04;0.825936;4.07e-15;*;*;*;
2256;J1913+0446;1.616130;2.79e-13;*;*;*;
2257;J1913+0617;0.005030;*;*;*;*;
2258;J1913+0657;1.257181;2.83e-15;*;*;*;
2259;J1913+0832;0.134409;4.57e-15;*;*;*;
2260;J1913+0904;0.163246;1.76e-14;*;GRS:[hsg+14];HE;
2261;B1911+09;1.241965;4.32e-16;*;*;*;
2262;J1913+1000;0.837148;1.67e-14;*;*;*;
2263;J1913+1011;0.035909;3.37e-15;*;*;*;
2264;J1913+1050;0.190067;1.95e-16;*;*;*;
2265;J1913+1102;0.027285;1.61e-19;DD;*;*;
2266;J1913+1103;0.923910;*;*;*;*;
2267;J1913+1145;0.306069;5.02e-15;*;*;*;
2268;J1913+1330;0.923391;8.68e-15;*;*;RRAT;
2269;B1911+13;0.521473;8.04e-16;*;*;*;
2270;J1913+3732;0.851079;1.38e-15;*;*;*;
2271;J1914+0219;0.457527;1.02e-15;*;*;*;
2272;J1914+0631;0.693811;3.32e-17;*;*;*;
2273;J1914+0659;0.018512;3.10e-20;*;*;*;
2274;J1914+08;0.440048;*;*;*;*;
2275;B1911+11;0.600997;6.56e-16;*;*;*;
2276;J1915+0227;0.317306;2.99e-16;*;*;*;
2277;J1915+0738;1.542704;3.31e-15;*;*;*;
2278;J1915+0752;2.058314;1.39e-16;*;*;*;
2279;J1915+0838;0.342777;1.57e-15;*;*;*;
2280;B1913+10;0.404547;1.53e-14;*;*;*;
2281;J1915-11;2.177000;*;*;*;RRAT;
2282;J1915+1144;0.173650;*;*;*;*;
2283;J1915+1149;0.100040;*;*;*;*;
2284;J1915+1410;0.297494;4.89e-17;*;*;*;
2285;B1913+16;0.059030;8.62e-18;DDH;*;*;
2286;B1913+167;1.616231;4.05e-16;*;*;*;
2287;J1916+0748;0.541752;1.07e-14;*;*;*;
2288;J1916+0844;0.439995;2.90e-15;*;*;*;
2289;J1916+0852;2.182746;1.31e-14;*;*;*;
2290;B1914+09;0.270254;2.52e-15;*;*;*;
2291;J1916+1023;1.618339;6.81e-16;*;*;*;
2292;B1913+105;0.628970;3.40e-17;*;*;*;
2293;J1916+1225;0.227387;2.35e-14;*;*;*;
2294;B1914+13;0.281842;3.65e-15;*;*;*;
2295;J1917+0834;2.129665;1.75e-14;*;*;*;
2296;B1915+13;0.194631;7.20e-15;*;*;*;
2297;J1917+1737;0.334725;3.24e-16;*;*;*;
2298;B1915+22;0.425897;2.86e-15;*;*;*;
2299;J1918-0642;0.007646;2.57e-20;ELL1H;*;*;
2300;J1918-1052;0.798693;8.65e-16;*;*;*;
2301;J1918+1310;0.856740;*;*;*;*;
2302;B1916+14;1.181023;2.12e-13;*;*;HE[zkgl09];
2303;J1918+1541;0.370883;2.54e-15;*;*;*;
2304;B1917+00;1.272260;7.67e-15;*;*;*;
2305;J1919+0134;1.603984;5.89e-16;*;*;*;
2306;J1919+1314;0.571400;3.79e-15;*;*;*;
2307;J1919+1645;0.562790;2.16e-16;*;*;*;
2308;J1919+1745;2.081343;1.71e-15;*;*;RRAT;
2309;J1920-09;1.038000;*;*;*;*;
2310;J1920+1040;2.215802;6.48e-15;*;*;*;
2311;J1920+1110;0.509886;1.56e-16;*;*;*;
2312;B1918+26;0.785522;3.44e-17;*;*;*;
2313;J1921+0137;0.002496;1.94e-20;ELL1;GRS:3FGL_J1921.2+0136[san16];HE;
2314;J1921-05;2.227590;*;*;*;*;
2315;J1921+0812;0.210648;5.36e-15;*;*;*;
2316;B1919+14;0.618183;5.60e-15;*;*;*;
2317;J1921+1544;0.143576;9.80e-16;*;*;*;
2318;J1921+16;0.936430;*;*;*;*;
2319;B1918+19;0.821035;8.96e-16;*;*;*;
2320;B1919+20;0.760681;5.00e-17;*;*;*;
2321;B1919+21;1.337302;1.35e-15;*;*;*;
2322;J1922+1131;0.562074;2.57e-17;*;*;*;
2323;J1922+1733;0.236171;1.34e-14;*;*;*;
2324;B1920+20;1.172763;6.49e-16;*;*;*;
2325;B1920+21;1.077924;8.18e-15;*;*;*;
2326;J1922+58;0.529623;*;*;*;*;
2327;B1921+17;0.547209;4.30e-17;*;*;*;
2328;J1923+2515;0.003788;9.56e-21;*;*;*;
2329;J1923+4243;0.595193;2.53e-15;*;*;*;
2330;J1924+1628;0.375090;*;*;*;*;
2331;J1924+1631;2.935186;3.64e-13;*;*;*;
2332;J1924+1639;0.158043;2.56e-15;*;*;*;
2333;J1924+17;0.758430;*;*;*;*;
2334;B1922+20;0.237790;2.09e-15;*;*;*;
2335;J1925-16;3.885800;*;*;*;RRAT;
2336;J1925+1720;0.075659;1.05e-14;*;GRS:3FGL_J1925.4+1727[lsb+17];*;
2337;J1925+19;1.916353;*;*;*;*;
2338;B1923+04;1.074078;2.46e-15;*;*;*;
2339;J1926+0737;0.318062;3.75e-16;*;*;*;
2340;J1926-1314;4.864284;3.64e-14;*;*;*;
2341;B1924+14;1.324922;2.19e-16;*;*;*;
2342;J1926+1613;0.308300;*;*;*;*;
2343;B1924+16;0.579823;1.80e-14;*;*;*;
2344;B1924+19;1.346012;1.43e-15;*;*;*;
2345;J1926+2016;0.299072;3.50e-15;*;*;*;
2346;J1927+0911;0.290305;6.35e-17;*;*;*;
2347;B1925+18;0.482766;1.16e-16;*;*;*;
2348;B1925+188;0.298313;2.24e-15;*;*;*;
2349;B1925+22;1.431066;7.71e-16;*;*;*;
2350;J1928+1443;1.010739;2.10e-16;*;*;*;
2351;J1928+15;0.403000;*;*;*;RRAT;
2352;J1928+1746;0.068730;1.32e-14;*;*;*;
2353;J1928+1923;0.817330;6.35e-15;*;*;*;
2354;J1929+00;1.166900;*;*;*;*;
2355;J1929+1357;0.866927;3.66e-15;*;*;*;
2356;J1929+16;0.529681;*;*;*;*;
2357;B1926+18;1.220470;2.36e-15;*;*;*;
2358;J1929+19;0.339215;*;*;*;*;
2359;J1929+1955;0.257832;2.56e-15;*;*;*;
2360;J1929+2121;0.723599;2.14e-15;*;*;*;
2361;J1929+3817;0.814215;6.10e-16;*;*;*;
2362;J1929+62;1.456004;*;*;*;*;
2363;B1927+13;0.760032;3.66e-15;*;*;*;
2364;J1930+14;0.425710;*;*;*;*;
2365;J1930+17;1.609690;*;*;*;*;
2366;J1930-1852;0.185520;1.80e-17;BT;*;*;
2367;J1930+1852;0.136855;7.51e-13;*;SNR:G54.1+0.3,XRS;HE;
2368;J1931+1439;1.779226;6.33e-15;*;*;*;
2369;B1929+15;0.314355;5.01e-15;*;*;*;
2370;J1931+1952;0.501123;1.01e-16;*;*;*;
2371;J1931+30;0.582126;*;*;*;*;
2372;B1929+10;0.226518;1.16e-15;*;*;HE[yhh94];
2373;J1932+1500;1.864332;4.59e-16;BT;*;*;
2374;J1932+17;0.041820;*;*;*;*;
2375;J1932+1916;0.208215;9.32e-14;*;GRS:3FGL_J1932.2+1916;NRAD;
2376;B1929+20;0.268217;4.22e-15;*;*;*;
2377;B1930+22;0.144470;5.76e-14;*;*;*;
2378;J1932-3655;0.571420;2.84e-16;*;*;*;
2379;J1933+0758;0.437454;2.18e-16;*;*;*;
2380;B1930+13;0.928324;3.18e-16;*;*;*;
2381;J1933+1726;0.021507;4.90e-20;ELL1;*;*;
2382;B1931+24;0.813690;8.11e-15;*;*;*;
2383;J1933-6211;0.003543;3.87e-21;ELL1;*;*;
2384;J1934+19;0.230990;*;*;*;*;
2385;J1934+2352;0.178432;1.31e-13;*;*;*;
2386;J1934+5219;0.568442;8.40e-17;*;*;*;
2387;J1935+1159;1.939758;9.48e-16;*;*;*;
2388;B1933+16;0.358738;6.00e-15;*;*;*;
2389;J1935+1726;0.004200;*;ELL1;*;*;
2390;B1933+17;0.654408;3.78e-16;*;*;*;
2391;J1935+2025;0.080118;6.08e-14;*;*;*;
2392;J1935+2154;3.244980;*;*;SGR_1935+2154,SNR:G57.2+0.8(?)[gae14];AXP,NRAD;
2393;B1933+15;0.967338;4.04e-15;*;*;*;
2394;J1936+20;1.390880;*;*;*;*;
2395;J1936+21;0.642932;*;*;*;*;
2396;J1937-00;0.240100;*;*;*;*;
2397;J1937+1505;2.872774;5.61e-15;*;*;*;
2398;B1935+25;0.200980;6.43e-16;*;*;*;
2399;J1937+2950;1.657429;3.48e-15;*;*;*;
2400;J1938+0650;1.121562;5.68e-15;*;*;*;
2401;J1938+14;2.902510;*;*;*;*;
2402;J1938+2010;0.687082;3.40e-15;*;*;*;
2403;J1938+2012;0.002634;7.50e-22;ELL1;*;*;
2404;J1938+2213;0.166116;4.24e-14;*;*;*;
2405;J1938+6604;0.022259;1.95e-20;ELL1;*;*;
2406;J1939+10;2.310000;*;*;*;*;
2407;B1937+21;0.001558;1.05e-19;*;*;HE[tst+01];
2408;B1937+24;0.645302;1.83e-14;*;*;*;
2409;J1940+0239;1.232240;*;*;*;*;
2410;J1940+2245;0.258912;1.27e-14;*;*;*;
2411;J1940+2337;0.546824;7.68e-14;*;*;*;
2412;J1940-2403;1.855276;*;*;*;*;
2413;J1941+01;1.404730;*;*;*;*;
2414;J1941+0121;0.217317;1.91e-16;*;*;*;
2415;J1941+1026;0.905394;9.96e-16;*;*;*;
2416;J1941+1341;0.559084;1.24e-15;*;*;*;
2417;J1941+2525;2.306153;1.61e-13;*;*;*;
2418;B1937-26;0.402858;9.56e-16;*;*;*;
2419;J1941+4320;0.840906;1.15e-15;*;*;*;
2420;J1942+0147;1.405040;*;*;*;*;
2421;B1939+17;0.696262;1.01e-16;*;*;*;
2422;J1942+8106;0.203558;3.69e-17;*;*;*;
2423;J1943+0609;0.446226;4.66e-16;*;*;*;
2424;B1940-12;0.972429;1.66e-15;*;*;*;
2425;J1943+2210;0.005084;8.79e-21;ELL1;*;*;
2426;J1944+0907;0.005185;1.73e-20;*;*;*;
2427;J1944-10;0.409135;*;*;*;RRAT;
2428;B1941-17;0.841158;9.86e-16;*;*;*;
2429;B1942+17;1.996899;7.30e-16;*;*;*;
2430;J1944+2236;0.003618;7.46e-21;*;*;*;
2431;B1942-00;1.045632;5.35e-16;*;*;*;
2432;J1945+07;1.073900;*;*;*;*;
2433;B1943+18;1.068708;2.42e-16;*;*;*;
2434;J1946-1312;0.491865;1.99e-15;*;*;*;
2435;J1946+14;2.282440;*;*;*;*;
2436;B1944+17;0.440618;2.41e-17;*;*;*;
2437;J1946+2052;0.016960;9.20e-19;DD;*;*;
2438;B1944+22;1.334450;8.89e-16;*;*;*;
2439;J1946+24;4.729000;*;*;*;RRAT;
2440;J1946+2535;0.515167;5.64e-15;*;*;*;
2441;J1946+2611;0.435060;2.20e-14;*;*;*;
2442;B1943-29;0.959448;1.49e-15;*;*;*;
2443;J1946+3417;0.003170;3.12e-21;DDH;*;*;
2444;J1946-5403;0.002710;*;BT;GRS:3FGL_J1946.4-5403[aaa+15];HE[ckr+15];
2445;J1947+0915;1.480744;4.78e-16;*;*;*;
2446;J1947+10;1.110944;*;*;*;*;
2447;J1947-18;0.002603;*;*;*;*;
2448;J1947+1957;0.157509;5.23e-16;*;*;*;
2449;J1947-4215;1.798069;*;*;*;*;
2450;J1947-43;0.180940;*;*;*;*;
2451;J1948+2333;0.528352;1.36e-14;*;*;*;
2452;J1948+2551;0.196627;9.02e-15;*;*;*;
2453;B1946+35;0.717311;7.06e-15;*;*;*;
2454;J1949+2306;1.319373;1.23e-16;*;*;*;
2455;B1946-25;0.957617;3.27e-15;*;*;*;
2456;J1949+3106;0.013138;9.39e-20;DDH;*;*;
2457;J1950+05;0.455934;*;*;*;*;
2458;J1950+2414;0.004305;1.89e-20;BT;*;*;
2459;J1951+1123;5.094083;3.03e-15;*;*;*;
2460;B1949+14;0.275026;1.28e-16;*;*;*;
2461;J1952+2630;0.020732;4.27e-18;ELL1;*;*;
2462;J1952+30;1.665600;*;*;*;*;
2463;B1951+32;0.039531;5.84e-15;*;SNR:CTB80,GRS:2FGL_J1953.0+3253[naa+12];HE[sof95,aaa+10m];
2464;J1953+1149;0.851890;2.86e-15;*;*;*;
2465;J1953+1846A;0.004888;*;BT;GC:M71;*;
2466;J1953+2732;1.333965;1.77e-15;*;*;*;
2467;J1954+1021;2.099440;1.73e-15;*;*;*;
2468;J1954+2407;0.193405;1.06e-15;*;*;*;
2469;J1954+2836;0.092709;2.12e-14;*;GRS:2FGL_J1954.3+2836[naa+12];NRAD;
2470;B1952+29;0.426677;1.71e-18;*;*;*;
2471;J1954+3852;0.352933;6.60e-15;*;*;*;
2472;J1954+4357;1.387041;2.20e-15;*;*;*;
2473;J1955+2527;0.004873;9.12e-21;*;*;*;
2474;B1953+29;0.006133;2.97e-20;DD;*;*;
2475;B1953+50;0.518938;1.37e-15;*;*;*;
2476;J1955+6708;0.008565;1.26e-20;*;*;*;
2477;J1956+07;5.012480;*;*;*;*;
2478;J1956+0838;0.303911;2.20e-16;*;*;*;
2479;J1956-28;0.260014;*;*;*;RRAT;
2480;J1957+2516;0.003962;2.74e-20;ELL1;*;*;
2481;J1957+2831;0.307683;3.11e-15;*;SNR:G65.1+0.6(?)[tl06];*;
2482;J1957+5033;0.374806;7.08e-15;*;GRS:2FGL_J1957.9+5033[naa+12];NRAD;
2483;J1958+2846;0.290389;2.12e-13;*;GRS:2FGL_J1958.6+2845[naa+12];NRAD;
2484;J1958+30;1.098530;*;*;*;*;
2485;B1957+20;0.001607;1.69e-20;BT;XRS:[hb07a],GRS:2FGL_J1959.5+2047[naa+12;HE[aaa+10g];
2486;J1959+3620;0.406081;3.60e-17;*;*;*;
2487;J2000+29;3.073700;*;*;*;*;
2488;J2001+4258;0.719166;1.73e-14;*;*;*;
2489;J2002+1637;0.276497;2.25e-16;*;*;*;
2490;J2002+30;0.421794;*;*;*;*;
2491;B2000+32;0.696761;1.05e-13;*;*;*;
2492;B2000+40;0.905067;1.74e-15;*;*;*;
2493;J2004+2653;0.665879;5.67e-17;*;*;*;
2494;B2002+31;2.111265;7.46e-14;*;*;*;
2495;J2004+3429;0.240953;2.07e-13;*;*;*;
2496;J2005-0020;2.279661;2.57e-14;*;*;*;
2497;J2005+3547;0.615034;2.81e-16;*;*;*;
2498;J2005+3552;0.307943;2.99e-15;*;*;*;
2499;B2003-08;0.580871;4.60e-17;*;*;*;
2500;J2006+3102;0.163695;2.49e-14;*;*;*;
2501;J2007+0809;0.325724;1.37e-16;*;*;*;
2502;J2007+0910;0.458735;3.32e-16;*;*;*;
2503;J2007+20;4.634000;*;*;*;RRAT;
2504;J2007+2722;0.024497;9.61e-19;*;*;*;
2505;J2007+3120;0.608205;1.56e-14;*;*;*;
2506;J2008+2513;0.589196;5.40e-15;*;*;*;
2507;J2009+3326;1.438369;1.47e-15;*;*;*;
2508;J2010-1323;0.005223;4.82e-21;*;*;*;
2509;J2010+2845;0.565369;9.07e-17;*;*;*;
2510;J2010+3230;1.442448;3.62e-15;*;*;*;
2511;J2011+3331;0.931733;1.79e-15;*;*;*;
2512;J2012-2029;0.544002;5.48e-16;*;*;*;
2513;J2013-0649;0.580187;6.01e-16;*;*;*;
2514;J2013+3058;0.276028;1.52e-16;*;*;*;
2515;B2011+38;0.230194;8.85e-15;*;*;*;
2516;J2015+2524;2.303299;5.10e-16;*;*;*;
2517;J2016+1948;0.064940;4.01e-19;BT;*;*;
2518;J2017+0603;0.002896;7.99e-21;ELL1H;GRS:2FGL_J2017.3+0603[naa+12],XRS:[pb15];HE;
2519;J2017-1614;0.002314;2.45e-21;ELL1;GRS:3FGL_J2017.6-1616[san16];HE;
2520;J2017+2043;0.537143;9.96e-16;*;*;*;
2521;J2017+3625;0.166749;1.36e-15;*;GRS:3FGL_J2017.9+3627[aaa+15],XRS:[wcp+1;NRAD;
2522;J2017+5906;0.403478;2.22e-16;*;*;*;
2523;B2016+28;0.557953;1.48e-16;*;*;*;
2524;J2018+3431;0.387664;1.84e-15;*;*;*;
2525;J2019+2425;0.003935;7.02e-21;BT;*;*;
2526;J2021+3651;0.103741;9.57e-14;*;GRS:AGL_J2020.5+3653[hcg+08],GRS:2FGL_J2;HE[aaa+09d];
2527;J2021+4026;0.265318;5.47e-14;*;GRS:2FGL_J2021.5+4026[naa+12],SNR:G78.2+;NRAD;
2528;B2020+28;0.343402;1.89e-15;*;*;*;
2529;J2022+3842;0.048579;8.61e-14;*;XRS:CXOU_J202221.68+384214.8,SNR:G76.9+1;HE;
2530;B2021+51;0.529197;3.06e-15;*;*;*;
2531;B2022+50;0.372619;2.51e-15;*;*;*;
2532;J2024+48;1.262000;*;*;*;*;
2533;B2025+21;0.398173;2.03e-16;*;*;*;
2534;J2027+4557;1.099651;3.09e-16;*;*;*;
2535;J2027+7502;0.515219;8.89e-16;*;*;*;
2536;J2028+3332;0.176707;4.86e-15;*;GRS:2FGL_J2028.3+3332[naa+12];NRAD;
2537;B2027+37;1.216805;1.23e-14;*;*;*;
2538;B2028+22;0.630513;8.85e-16;*;*;*;
2539;J2030+3641;0.200129;6.50e-15;*;GRS:2FGL_J2030.0+3640[naa+12];HE;
2540;J2030+4415;0.227070;6.48e-15;*;GRS:2FGL_J2030.7+4417[naa+12];NRAD;
2541;J2030+55;0.579000;*;*;*;*;
2542;J2032+4127;0.143246;1.13e-14;BT;OPT:MT91_213,Cygnus_OB2[lsk+15],XRS:[hnl;HE;
2543;J2033+0042;5.013398;1.01e-14;*;*;RRAT;
2544;J2033+1734;0.005949;1.11e-20;DD;*;*;
2545;J2033-1938;1.281719;4.55e-16;*;*;*;
2546;J2036+2835;1.358727;2.09e-15;*;*;*;
2547;B2034+19;2.074377;2.04e-15;*;*;*;
2548;B2035+36;0.618715;4.50e-15;*;*;*;
2549;J2038+35;0.160000;*;*;*;*;
2550;J2038-3816;1.577286;4.13e-15;*;*;*;
2551;B2036+53;1.424568;9.44e-16;*;*;*;
2552;J2040+1657;0.865606;5.95e-16;*;*;*;
2553;J2042+0246;0.004534;1.40e-20;ELL1;GRS:3FGL_J2042.1+0247[san16];HE;
2554;J2043+1711;0.002380;5.24e-21;ELL1;GRS:2FGL_J2043.2+1711[naa+12];HE;
2555;J2043+2740;0.096131;1.27e-15;*;GRS:2FGL_J2043.7+2743[naa+12];HE[naa+11];
2556;J2043+7045;0.588000;*;*;*;*;
2557;J2044+4614;1.392715;6.30e-16;*;*;*;
2558;J2045+0912;0.395555;1.95e-16;*;*;*;
2559;J2045+3633;0.031682;5.88e-19;DDH;*;*;
2560;B2043-04;1.546938;1.47e-15;*;*;*;
2561;B2044+15;1.138286;1.82e-16;*;*;*;
2562;B2045+56;0.476735;1.11e-14;*;*;*;
2563;J2047+1053;0.004290;*;BT;GRS:2FGL_J2046.7+1055[naa+12];HE;
2564;J2047+5029;0.445945;4.18e-15;*;*;*;
2565;B2045-16;1.961572;1.10e-14;*;*;*;
2566;J2048+2255;0.283901;1.52e-17;*;*;*;
2567;J2050+1259;1.221020;5.04e-16;*;*;*;
2568;J2051-0827;0.004509;1.27e-20;ELL1;*;HE[wkh+12];
2569;J2052+1218;0.001990;*;BT;GRS:3FGL_J2052.7+1217[cck+16];HE;
2570;J2053+1718;0.119268;2.86e-19;*;*;*;
2571;J2053+4650;0.012586;1.72e-19;DDH;*;*;
2572;B2048-72;0.341336;1.96e-16;*;*;*;
2573;B2053+21;0.815181;1.34e-15;*;*;*;
2574;J2055+2539;0.319561;4.08e-15;*;GRS:2FGL_J2055.8+2539[naa+12],XRS:XMMU_J;NRAD;
2575;B2053+36;0.221508;3.69e-16;*;*;*;
2576;J2102+38;1.190000;*;*;*;*;
2577;J2105+07;3.746630;*;*;*;*;
2578;J2105+28;0.405737;*;*;*;*;
2579;J2105+6223;2.304879;5.22e-15;*;*;RRAT;
2580;J2108-3429;1.423102;3.50e-15;*;*;*;
2581;B2106+44;0.414871;8.62e-17;*;*;*;
2582;J2111+2106;3.953853;3.24e-15;*;*;*;
2583;J2111+40;4.061000;*;*;*;*;
2584;J2111+4606;0.157830;1.43e-13;*;GRS:2FGL_J2111.3+4605[naa+12];NRAD;
2585;B2110+27;1.202852;2.62e-15;*;*;*;
2586;B2111+46;1.014685;7.15e-16;*;*;*;
2587;J2113+67;0.552170;*;*;*;*;
2588;J2115+5448;0.002603;7.49e-20;ELL1;GRS:3FGL_J2114.9+5448[san16];HE;
2589;B2113+14;0.440153;2.89e-16;*;*;*;
2590;J2123+5434;0.138868;1.74e-19;*;*;*;
2591;B2122+13;0.694053;7.68e-16;*;*;*;
2592;J2124-3358;0.004931;2.06e-20;*;GRS:2FGL_J2124.6-3357[naa+12];HE[bt99,aaa+09f];
2593;B2123-67;0.325771;2.26e-16;*;*;*;
2594;J2129-0429;0.007620;*;ELL1;GRS:2FGL_J2129.8-0428[naa+12],OPT:[bkb+1;HE;
2595;B2127+11A;0.110665;-2.10e-17;*;GC:M15;*;
2596;B2127+11B;0.056133;9.54e-18;*;GC:M15;*;
2597;B2127+11C;0.030529;4.99e-18;DD;GC:M15;*;
2598;B2127+11D;0.004803;-1.08e-18;*;GC:M15;*;
2599;B2127+11E;0.004651;1.78e-19;*;GC:M15;*;
2600;B2127+11F;0.004027;3.20e-20;*;GC:M15;*;
2601;B2127+11G;0.037660;2.00e-18;*;GC:M15;*;
2602;B2127+11H;0.006743;2.40e-20;*;GC:M15;*;
2603;J2129-5721;0.003726;2.09e-20;ELL1;*;*;
2604;J2136-1606;1.227235;1.60e-17;*;*;*;
2605;J2137+6428;1.750989;3.43e-15;*;*;*;
2606;J2138+4911;0.696000;*;*;*;*;
2607;J2139+00;0.312470;*;*;*;*;
2608;J2139+2242;1.083514;1.42e-15;*;*;*;
2609;J2139+4716;0.282849;1.79e-15;*;GRS:2FGL_J2139.8+4714[naa+12];NRAD;
2610;J2140-2310A;0.011019;-5.18e-20;ELL1;GC:M30;*;
2611;J2140-2310B;0.012986;*;*;GC:M30;*;
2612;J2143+0654;9.428229;4.09e-14;*;XRS:RX_J2143.0+0654,OPT:[kkvh11];XINS,NRAD;
2613;J2144-3933;8.509827;4.96e-16;*;*;*;
2614;J2144-5237;0.005040;*;*;*;*;
2615;J2145-0750;0.016052;2.98e-20;ELL1;*;*;
2616;B2148+63;0.380140;1.68e-16;*;*;*;
2617;B2148+52;0.332206;1.01e-14;*;*;*;
2618;J2151+2315;0.593534;7.08e-16;*;*;*;
2619;J2154-2812;1.343361;6.13e-16;*;*;*;
2620;J2155+2813;1.609020;9.16e-16;*;*;*;
2621;B2152-31;1.030002;1.24e-15;*;*;*;
2622;B2151-56;1.373654;4.23e-15;*;*;*;
2623;J2156+2618;0.498149;1.42e-17;*;*;*;
2624;B2154+40;1.525266;3.43e-15;*;*;*;
2625;J2203+50;0.745000;*;*;*;*;
2626;J2204+27;0.084700;*;*;*;*;
2627;J2205+1444;0.938014;9.00e-16;*;*;*;
2628;J2206+6151;0.322674;3.97e-16;*;*;*;
2629;J2208+4056;0.636957;5.28e-15;*;*;*;
2630;J2208+5500;0.933163;6.99e-15;*;*;*;
2631;J2210+57;2.057430;*;*;*;*;
2632;B2210+29;1.004593;4.95e-16;*;*;*;
2633;J2213+53;0.751000;*;*;*;*;
2634;J2214+3000;0.003119;1.47e-20;ELL1;OPT:[sh14],GRS:2FGL_J2214.7+3000[naa+12];HE;
2635;J2215+1538;0.374196;2.37e-15;*;*;*;
2636;J2215+5135;0.002610;3.34e-20;ELL1;OPT:[bvr+13],GRS:3FGL_J2215.6+5134;HE;
2637;J2216+5759;0.419102;6.90e-14;*;*;*;
2638;J2217+5733;1.056844;6.47e-16;*;*;*;
2639;B2217+47;0.538469;2.77e-15;*;*;*;
2640;J2222-0137;0.032818;5.80e-21;DD;OPT:[blr+13,kbd+14],XRS:[pb15];*;
2641;J2222+2923;0.281399;6.17e-18;*;*;*;
2642;J2222+5602;1.336000;*;*;*;*;
2643;J2225+35;0.940000;*;*;*;RRAT;
2644;B2224+65;0.682542;9.66e-15;*;XRS:[hb07b],OPT:Guitar_Nebula[crl93];*;
2645;J2227+30;0.842408;*;*;*;RRAT(?)[ttm+18];
2646;J2228+6447;1.892982;6.70e-16;*;*;*;
2647;J2228-65;2.745980;*;*;*;*;
2648;J2229+2643;0.002978;1.52e-21;DD;*;*;
2649;J2229+6114;0.051624;7.83e-14;*;SNR:G106.6+2.9,GRS:2FGL_J2229.0+6114[naa;HE[hcg+01,ppp+09,aaa+09i];
2650;B2227+61;0.443055;2.26e-15;*;*;*;
2651;J2234+0611;0.003577;1.20e-20;DDK;*;*;
2652;J2234+0944;0.003627;2.01e-20;ELL1;GRS:3FGL_J2234.8+0945[aaa+15];HE;
2653;J2234+2114;1.358745;2.22e-16;*;*;*;
2654;J2235+1506;0.059767;1.58e-19;*;*;*;
2655;J2236-5527;0.006908;9.60e-21;BT;*;*;
2656;J2238+5903;0.162734;9.70e-14;*;GRS:2FGL_J2238.4+5902[naa+12];NRAD;
2657;J2238+6021;3.070000;*;*;*;*;
2658;J2240+5832;0.139935;1.54e-14;*;*;HE[tpc+11];
2659;J2241-5236;0.002187;6.64e-21;BT;GRS:2FGL_J2241.7-5236[naa+12],XRS:;HE;
2660;J2241+6941;0.855401;2.69e-15;*;*;*;
2661;B2241+69;1.664501;4.82e-15;*;*;*;
2662;J2243+1518;0.596799;1.13e-16;*;*;*;
2663;J2244+63;0.461000;*;*;*;*;
2664;J2248-0101;0.477233;6.59e-16;*;*;*;
2665;J2253+1516;0.792236;6.65e-17;*;*;*;
2666;J2256-1024;0.002290;*;BT;OPT:[bvr+13],GRS:3FGL_J2256.7-1022[aaa+1;HE;
2667;B2255+58;0.368246;5.75e-15;*;*;*;
2668;J2301+5852;6.979071;4.71e-13;*;SNR:CTB109,XRS:1E_2259+586;AXP,NRAD;
2669;J2302+4442;0.005192;1.38e-20;DDH;GRS:2FGL_J2302.7+4443[naa+12],XRS:XMMUJ2;HE;
